publication_id,ventas_30d,visitas_30d,precio_actual,valor_transado,score_inicial,categoria_score,categoria_ss_ekmeans,coincide
MLC1887685457,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC1887698031,0,1,34999.000000,0.000000,0.495431,B,B,True
MLC1887698041,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887698049,0,5,39999.000000,0.000000,0.748692,A,B,False
MLC1887698051,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887698053,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC1887698057,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1887698065,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1887698083,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1887698113,0,2,14999.000000,0.000000,0.315866,C,C,True
MLC1887698115,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC1887698129,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC1887698135,0,3,19999.000000,0.000000,0.428313,B,C,False
MLC1887698147,0,3,19999.000000,0.000000,0.428313,B,C,False
MLC1887698153,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC1887698157,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887698165,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1887698193,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887698237,0,5,39999.000000,0.000000,0.748692,A,B,False
MLC1887698239,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887698261,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887698275,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887698283,2,43,29999.000000,59998.000000,1.427837,A,A,True
MLC1887698287,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC1887698303,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887698327,0,5,19999.000000,0.000000,0.498720,B,A,False
MLC1887710743,0,5,19999.000000,0.000000,0.498720,B,A,False
MLC1887710745,0,3,24999.000000,0.000000,0.490806,B,B,True
MLC1887710771,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887710777,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1887710779,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887710793,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887710799,1,6,19999.000000,19999.000000,0.814552,A,A,True
MLC1887710809,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1887710873,0,5,29999.000000,0.000000,0.623706,A,A,True
MLC1887710903,0,1,21999.000000,0.000000,0.332950,C,C,True
MLC1887710915,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887710927,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887710933,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC1887710949,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC1887710955,1,18,19999.000000,19999.000000,0.987941,A,A,True
MLC1887710957,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC1887711015,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887711019,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887711079,0,4,19999.000000,0.000000,0.467061,B,A,False
MLC1887757141,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1887757147,0,13,19999.000000,0.000000,0.645848,A,A,True
MLC1887757149,0,4,19999.000000,0.000000,0.467061,B,A,False
MLC1887757167,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887757203,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC1887757249,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1887757303,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1887757329,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1887757337,0,1,22999.000000,0.000000,0.345448,C,C,True
MLC1887757339,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC1887757351,0,5,19999.000000,0.000000,0.498720,B,A,False
MLC1887757355,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887757415,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1887757429,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1887757431,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1887757439,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC1887757445,1,3,9999.000000,9999.000000,0.592392,B,A,False
MLC1887757469,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC1887757473,0,8,29999.000000,0.000000,0.694113,A,A,True
MLC1887757475,0,3,19999.000000,0.000000,0.428313,B,A,False
MLC1892216729,1,5,4999.000000,4999.000000,0.600306,A,A,True
MLC1892228723,2,16,4999.000000,9998.000000,0.950241,A,A,True
MLC1898810311,0,4,24999.000000,0.000000,0.529554,B,A,False
MLC1898810313,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1898810315,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC1898810317,0,0,44999.000000,0.000000,0.500056,B,B,True
MLC1898810319,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC1898810323,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC1898810325,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC1898810327,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1898810329,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1898810331,0,7,44999.000000,0.000000,0.861139,A,B,False
MLC1898810337,0,9,49999.000000,0.000000,0.962380,A,B,False
MLC1898810339,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC1898810341,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1898810345,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1898810347,0,2,34999.000000,0.000000,0.565838,B,B,True
MLC1898810349,0,2,24999.000000,0.000000,0.440852,B,C,False
MLC1898810353,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1898810355,0,0,43999.000000,0.000000,0.487558,B,B,True
MLC1898810359,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1898810361,0,5,29999.000000,0.000000,0.623706,A,A,True
MLC1898810363,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1898810365,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1898810367,0,5,19999.000000,0.000000,0.498720,B,A,False
MLC1898810369,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC1898810373,0,3,34999.000000,0.000000,0.615792,A,B,False
MLC1898810375,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1898810377,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1898810379,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1898810381,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1898810383,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC1898810385,0,8,39999.000000,0.000000,0.819099,A,B,False
MLC1898810387,1,6,19999.000000,19999.000000,0.814552,A,A,True
MLC1898810389,0,16,19999.000000,0.000000,0.679563,A,A,True
MLC1898810391,0,0,14999.000000,0.000000,0.125098,C,C,True
MLC1898810393,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC1898810395,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1898810397,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1898810399,0,4,24999.000000,0.000000,0.529554,B,A,False
MLC1898810401,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1898810403,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC1898810405,0,3,29999.000000,0.000000,0.553299,B,B,True
MLC1898810407,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1898810409,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1898810411,0,2,34999.000000,0.000000,0.565838,B,B,True
MLC1898810413,0,0,14999.000000,0.000000,0.125098,C,C,True
MLC1908462665,0,99,69999.000000,0.000000,1.612182,A,B,False
MLC1908468347,1,107,39999.000000,39999.000000,1.539653,A,A,True
MLC1908468349,0,66,74999.000000,0.000000,1.605135,A,B,False
MLC1908478659,0,80,84999.000000,0.000000,1.763071,A,B,False
MLC1919340747,0,7,9999.000000,0.000000,0.423688,B,A,False
MLC1919340749,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC1919340753,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1919340759,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919340761,0,0,59999.000000,0.000000,0.687535,A,B,False
MLC1919340763,0,1,32999.000000,0.000000,0.470434,B,B,True
MLC1919340765,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1919340767,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919340769,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1919340773,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919340797,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC1919340817,0,2,25999.000000,0.000000,0.453351,B,B,True
MLC1919340821,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC1919340827,0,3,52999.000000,0.000000,0.840767,A,B,False
MLC1919340833,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919366299,0,0,22000.000000,0.000000,0.212601,C,C,True
MLC1919366301,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1919366311,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919366313,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919366315,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC1919366319,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC1919366321,0,4,9999.000000,0.000000,0.342075,C,A,False
MLC1919366323,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1919366337,0,2,32999.000000,0.000000,0.540841,B,B,True
MLC1919366351,0,1,10999.000000,0.000000,0.195465,C,C,True
MLC1919366369,0,5,24999.000000,0.000000,0.561213,B,A,False
MLC1919366373,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC1919366391,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC1919366401,0,8,32999.000000,0.000000,0.731608,A,A,True
MLC1919366413,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919366415,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC1919379133,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1919379135,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919379137,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC1919379141,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919379147,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919379153,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1919379157,0,0,23999.000000,0.000000,0.237586,C,C,True
MLC1919379159,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1919379161,0,0,49999.000000,0.000000,0.562549,B,B,True
MLC1919379173,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1919379179,0,3,9999.000000,0.000000,0.303327,C,C,True
MLC1919379195,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1919379211,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC1919379215,0,0,44999.000000,0.000000,0.500056,B,B,True
MLC1919379245,0,1,59999.000000,0.000000,0.807896,A,B,False
MLC1919392231,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919392233,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC1919392235,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1919392237,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC1919392243,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1919392245,0,2,39999.000000,0.000000,0.628331,A,B,False
MLC1919392249,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1919392251,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1919392257,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919392259,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919392263,0,1,79999.000000,0.000000,1.057868,A,B,False
MLC1919392265,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1919392273,0,0,23999.000000,0.000000,0.237586,C,C,True
MLC1919392305,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919392307,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC1919392313,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1919392331,0,2,59999.000000,0.000000,0.878303,A,B,False
MLC1919405235,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC1919405237,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1919405241,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC1919405243,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC1919405247,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1919405253,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC1919405265,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1919405287,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC1919405299,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC1919405335,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919405341,0,4,59999.000000,0.000000,0.967005,A,B,False
MLC1919405343,0,0,23999.000000,0.000000,0.237586,C,C,True
MLC1919405347,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC1919405351,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC1919418251,0,2,49999.000000,0.000000,0.753317,A,B,False
MLC1919418255,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC1919418257,0,2,39999.000000,0.000000,0.628331,A,B,False
MLC1919418259,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC1919418261,0,0,49999.000000,0.000000,0.562549,B,B,True
MLC1919418273,0,1,49999.000000,0.000000,0.682910,A,B,False
MLC1919418275,0,0,22999.000000,0.000000,0.225087,C,C,True
MLC1919418283,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC1919418295,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC1919418309,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC1919418311,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC1919418315,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC1919418347,0,1,32999.000000,0.000000,0.470434,B,B,True
MLC1919418353,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC1946976747,1,16,4999.000000,4999.000000,0.781148,A,A,True
MLC1946976749,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1946976755,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC1946976869,0,14,19999.000000,0.000000,0.657829,A,A,True
MLC1946976871,0,9,19999.000000,0.000000,0.587422,B,A,False
MLC1946989113,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1946989115,0,2,4999.000000,0.000000,0.190880,C,C,True
MLC1946989117,3,34,4999.000000,14997.000000,1.195608,A,A,True
MLC1946989119,1,11,4999.000000,4999.000000,0.720667,A,A,True
MLC1946989121,0,3,4999.000000,0.000000,0.240834,C,C,True
MLC1946989123,0,7,4999.000000,0.000000,0.361195,C,A,False
MLC1946989125,0,11,4999.000000,0.000000,0.431602,B,A,False
MLC1946989127,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC1946989129,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1947001663,0,10,19999.000000,0.000000,0.603972,A,A,True
MLC1947001665,0,2,4999.000000,0.000000,0.190880,C,C,True
MLC1947001667,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1947001669,1,5,4999.000000,4999.000000,0.600306,A,A,True
MLC1947001671,0,0,19997.000000,0.000000,0.187566,C,C,True
MLC1947014887,0,14,19999.000000,0.000000,0.657829,A,A,True
MLC1947014889,2,60,19996.000000,39992.000000,1.359540,A,A,True
MLC1947014891,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC1949396231,10,113,9999.000000,99990.000000,1.885019,A,A,True
MLC1949396233,0,13,9999.000000,0.000000,0.520863,B,A,False
MLC1949404663,4,86,19999.000000,79996.000000,1.634258,A,A,True
MLC1949404669,0,31,19999.000000,0.000000,0.789396,A,A,True
MLC1949421591,0,30,9999.000000,0.000000,0.658897,A,A,True
MLC1949427605,9,15,4999.000000,44991.000000,1.441809,A,A,True
MLC1949427615,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1949427677,6,20,4999.000000,29994.000000,1.340284,A,A,True
MLC1952311563,0,10,9999.000000,0.000000,0.478986,B,A,False
MLC1955676823,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC1955676897,0,2,4999.000000,0.000000,0.190880,C,C,True
MLC1955676913,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1955676917,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1955702765,1,3,4999.000000,4999.000000,0.529899,B,A,False
MLC1955715775,0,11,4999.000000,0.000000,0.431602,B,A,False
MLC1955715777,1,1,4999.000000,4999.000000,0.409538,B,A,False
MLC1955715791,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1955728517,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC1955728611,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC1957382365,1,147,49999.000000,49999.000000,1.719351,A,A,True
MLC1967126371,0,4,4999.000000,0.000000,0.279582,C,A,False
MLC1967378155,3,53,19999.000000,59997.000000,1.458385,A,A,True
MLC1967389483,0,37,19999.000000,0.000000,0.819237,A,A,True
MLC1980335629,0,7,9999.000000,0.000000,0.423688,B,A,False
MLC1982207629,0,10,9999.000000,0.000000,0.478986,B,A,False
MLC3737992360,0,21,24999.000000,0.000000,0.786826,A,A,True
MLC3738000158,0,3,29999.000000,0.000000,0.553299,B,B,True
MLC3738002408,1,34,19999.000000,19999.000000,1.094022,A,A,True
MLC3738010376,0,13,29999.000000,0.000000,0.770834,A,A,True
MLC3738012494,7,100,19999.000000,139993.000000,1.856175,A,A,True
MLC3738017686,0,8,4999.000000,0.000000,0.381648,B,A,False
MLC3738017690,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC3738017692,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC3738017694,1,15,19999.000000,19999.000000,0.958100,A,A,True
MLC3738017696,0,19,19999.000000,0.000000,0.707783,A,A,True
MLC3738018134,0,7,19999.000000,0.000000,0.548674,B,A,False
MLC3738025160,0,25,19999.000000,0.000000,0.753341,A,A,True
MLC3738030114,0,13,19999.000000,0.000000,0.645848,A,A,True
MLC3738030116,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC3738030120,0,10,9999.000000,0.000000,0.478986,B,A,False
MLC3738043122,0,4,9999.000000,0.000000,0.342075,C,A,False
MLC3738043124,0,23,19999.000000,0.000000,0.739442,A,A,True
MLC3738073702,0,10,19999.000000,0.000000,0.603972,A,A,True
MLC3738073704,0,3,19999.000000,0.000000,0.428313,B,A,False
MLC3738073706,5,15,5999.000000,29995.000000,1.241277,A,A,True
MLC3738073708,0,15,8999.000000,0.000000,0.531551,B,A,False
MLC3738073710,0,11,19999.000000,0.000000,0.619081,A,A,True
MLC3738085760,1,12,9999.000000,9999.000000,0.797059,A,A,True
MLC3738085764,0,3,4999.000000,0.000000,0.240834,C,C,True
MLC3738085766,0,8,19999.000000,0.000000,0.569127,B,A,False
MLC3746188512,1,5,19999.000000,19999.000000,0.787785,A,A,True
MLC3746188514,6,241,29999.000000,179994.000000,2.077207,A,A,True
MLC3746188516,2,12,9999.000000,19998.000000,0.966151,A,A,True
MLC3746188518,0,14,9999.000000,0.000000,0.532843,B,A,False
MLC3746188524,1,146,49999.000000,49999.000000,1.718174,A,A,True
MLC3746224792,0,1,4999.000000,0.000000,0.120473,C,C,True
MLC3746224798,0,4,4999.000000,0.000000,0.279582,C,A,False
MLC3746224800,0,24,19999.000000,0.000000,0.746531,A,A,True
MLC3746224804,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765157646,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC3765157660,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765157688,1,65,9999.000000,9999.000000,1.079180,A,A,True
MLC3765157692,0,3,19999.000000,0.000000,0.428313,B,C,False
MLC3765157742,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765157744,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765157834,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC3765157884,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3765157910,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765157916,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765157920,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765157922,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3765157940,0,5,24999.000000,0.000000,0.561213,B,A,False
MLC3765157944,0,4,29999.000000,0.000000,0.592047,B,B,True
MLC3765170186,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3765170192,0,6,24999.000000,0.000000,0.587980,B,A,False
MLC3765170202,0,2,34999.000000,0.000000,0.565838,B,B,True
MLC3765170208,0,4,24999.000000,0.000000,0.529554,B,A,False
MLC3765170210,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3765170232,0,6,34999.000000,0.000000,0.712966,A,B,False
MLC3765170242,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765170258,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3765170278,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765170286,0,0,21999.000000,0.000000,0.212589,C,C,True
MLC3765170314,0,12,49999.000000,0.000000,1.007938,A,B,False
MLC3765170398,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC3765170446,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765170450,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765170454,0,0,9999.000000,0.000000,0.062605,C,C,True
